X: (s),Y: (Hits)
6.9088e-08,1
6.92231e-08,0
6.93581e-08,0
6.94932e-08,0
6.96283e-08,0
6.97634e-08,0
6.98985e-08,0
7.00336e-08,0
7.01687e-08,0
7.03038e-08,0
7.04389e-08,0
7.0574e-08,0
7.07091e-08,1
7.08442e-08,0
7.09793e-08,0
7.11144e-08,0
7.12495e-08,0
7.13846e-08,0
7.15196e-08,0
7.16547e-08,0
7.17898e-08,1
7.19249e-08,0
7.206e-08,0
7.21951e-08,0
7.23302e-08,0
7.24653e-08,0
7.26004e-08,0
7.27355e-08,0
7.28706e-08,0
7.30057e-08,0
7.31408e-08,0
7.32759e-08,0
7.3411e-08,0
7.35461e-08,1
7.36812e-08,1
7.38162e-08,0
7.39513e-08,0
7.40864e-08,0
7.42215e-08,0
7.43566e-08,0
7.44917e-08,0
7.46268e-08,0
7.47619e-08,0
7.4897e-08,0
7.50321e-08,0
7.51672e-08,0
7.53023e-08,0
7.54374e-08,0
7.55725e-08,0
7.57076e-08,0
7.58427e-08,0
7.59777e-08,0
7.61128e-08,1
7.62479e-08,0
7.6383e-08,0
