CdSe 40 sec ex330,,CdSe 40 sec em400,,CdSe 40 sec ex335-380_EX_335.00,,CdSe 40 sec ex335-380_EX_340.00,,CdSe 40 sec ex335-380_EX_345.00,,CdSe 40 sec ex335-380_EX_350.00,,CdSe 40 sec ex335-380_EX_355.00,,CdSe 40 sec ex335-380_EX_360.00,,CdSe 40 sec ex335-380_EX_365.00,,CdSe 40 sec ex335-380_EX_370.00,,CdSe 40 sec ex335-380_EX_375.00,,CdSe 40 sec ex335-380_EX_380.00,,CdSe 40 sec em500,,CdSe 40 sec em420,,CdSe 40 sec em380,,CdSe 40 sec ex340,,CdSe 40 sec ex350,,CdSe 40 sec ex320,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
385.0700073,82.21645355,285,9.8285923,435,-7.260025024,435,-1.310997009,435,2.389358521,435,2.028907776,435,-0.4368896484,435,-2.116714478,435,-6.065849304,435,-11.57258606,435,-18.38478088,435,-25.33866119,305.0700073,18.14570999,285,4.596482277,285,14.1019516,395.0700073,83.7742157,405.0700073,70.95407104,375.0700073,72.7502594,
386,81.57996368,285.9299927,11.78624725,436.0599976,-8.419395447,436.0599976,-3.231300354,436.0599976,3.210853577,436.0599976,-0.1861038208,436.0599976,-1.246955872,436.0599976,-2.732170105,436.0599976,-8.385421753,436.0599976,-12.53838348,436.0599976,-18.43559265,436.0599976,-24.56692505,306,18.60774612,285.9299927,6.982771873,285.9299927,16.37296295,396,81.62905884,406,72.16606903,376,76.98141479,
387.0700073,83.73114014,287.0299988,14.54214096,436.9599915,-8.291946411,436.9599915,-3.572570801,436.9599915,2.643241882,436.9599915,1.069526672,436.9599915,-0.7758026123,436.9599915,-4.221725464,436.9599915,-7.808074951,436.9599915,-11.3221283,436.9599915,-17.224823,436.9599915,-25.12756348,307.0700073,19.05010986,287.0299988,8.267825127,287.0299988,20.45123291,397.0700073,84.62521362,407.0700073,73.5854187,377.0700073,77.96542358,
388,87.25006866,287.9599915,16.22801018,438.0299988,-9.020469666,438.0299988,-6.302932739,438.0299988,-0.8802185059,438.0299988,0.05452728271,438.0299988,-3.772239685,438.0299988,-3.459960938,438.0299988,-6.743797302,438.0299988,-11.61048889,438.0299988,-17.63598633,438.0299988,-23.58305359,308,19.53631973,287.9599915,10.18268108,287.9599915,22.67636299,398,83.3000946,408,77.05969238,378,75.71055603,
389.0700073,87.66888428,289.0599976,17.71117973,438.9299927,-11.60813141,438.9299927,-4.74710083,438.9299927,-1.445053101,438.9299927,0.6312484741,438.9299927,-3.466445923,438.9299927,-4.066200256,438.9299927,-7.637405396,438.9299927,-10.47592163,438.9299927,-17.63195038,438.9299927,-24.21392822,309.0700073,19.94867325,289.0599976,12.08947659,289.0599976,25.49089622,399.0700073,85.02989197,409.0700073,76.08164215,379.0700073,78.53752899,
390,87.71260071,290,20.95433426,440,-12.18939209,440,-8.865127563,440,-2.511604309,440,-1.305374146,440,-2.715904236,440,-4.265792847,440,-6.662971497,440,-10.83764648,440,-17.74952698,440,-23.99970245,310,20.44443893,290,14.34097767,290,28.27690315,400,85.60728455,410,78.77513885,380,81.4944458,
391.0700073,87.572258,290.9299927,22.71765137,441.0599976,-13.59805298,441.0599976,-7.741088867,441.0599976,-1.629737854,441.0599976,-2.905807495,441.0599976,-3.98764801,441.0599976,-5.880279541,441.0599976,-8.996513367,441.0599976,-11.27966309,441.0599976,-17.43236542,441.0599976,-23.47753906,311.0700073,21.8134346,290.9299927,15.49961758,290.9299927,31.39957237,401.0700073,84.59562683,411.0599976,76.80334473,381.0700073,82.14472961,
392,87.34296417,292.0299988,26.0451355,441.9599915,-14.3332901,441.9599915,-10.045578,441.9599915,-3.868644714,441.9599915,-5.186950684,441.9599915,-3.646774292,441.9599915,-5.531570435,441.9599915,-8.340942383,441.9599915,-11.17776489,441.9599915,-18.36386108,441.9599915,-22.09191895,312,21.79795837,292.0299988,18.61888504,292.0299988,35.34087372,402,87.78155518,411.9599915,78.23326874,382,81.59198761,
393.0700073,90.44348907,292.9599915,28.71310425,443.0299988,-15.82518005,443.0299988,-8.86819458,443.0299988,-5.041366577,443.0299988,-5.420089722,443.0299988,-5.517364502,443.0299988,-5.93081665,443.0299988,-7.553825378,443.0299988,-12.68927765,443.0299988,-18.21186829,443.0299988,-22.77711487,313.0700073,21.98604202,292.9599915,21.12725449,292.9599915,36.58228302,403.0700073,86.758255,413.0299988,81.87496185,383.0700073,84.19760132,
394,90.74181366,294.0599976,31.8171463,443.9299927,-15.92730713,443.9299927,-10.39898682,443.9299927,-5.872131348,443.9299927,-5.169654846,443.9299927,-5.140777588,443.9299927,-6.774360657,443.9299927,-10.21743011,443.9299927,-12.41355896,443.9299927,-17.01222229,443.9299927,-21.37225342,314,23.28582382,294.0599976,22.70097733,294.0599976,40.27199936,404,86.2869873,413.9299927,81.68031311,384,82.87071228,
395.0700073,90.70100403,295,34.64903641,445,-16.052742,445,-13.24230957,445,-7.675811768,445,-5.499771118,445,-6.302276611,445,-5.944793701,445,-11.4357605,445,-11.62249756,445,-16.82833099,445,-22.02326965,315.0700073,22.36476135,295,24.99842072,295,43.35826874,405.0700073,87.81185913,415,81.50661469,385.0700073,84.38920593,
396,90.61691284,295.9299927,36.75975418,446.0599976,-20.19218445,446.0599976,-13.87414551,446.0599976,-8.228187561,446.0599976,-7.371139526,446.0599976,-6.628547668,446.0599976,-6.876998901,446.0599976,-10.11937714,446.0599976,-13.13800049,446.0599976,-16.3108902,446.0599976,-21.79544067,316,23.31098557,295.9299927,27.49828339,295.9299927,46.06550598,406,90.22706604,416.0599976,85.86647034,386,87.97939301,
397.0700073,92.03284454,297.0299988,40.15835953,446.9599915,-20.3365097,446.9599915,-15.11083221,446.9599915,-9.287849426,446.9599915,-8.295578003,446.9599915,-7.312210083,446.9599915,-8.463722229,446.9599915,-11.05033112,446.9599915,-12.58013153,446.9599915,-16.15575409,446.9599915,-20.55503082,317.0700073,25.09060287,297.0299988,29.3597908,297.0299988,48.88744736,407.0700073,88.16116333,416.9599915,83.84192657,387.0700073,85.55902863,
398,91.18480682,297.9599915,40.74258041,448.0299988,-20.82923126,448.0299988,-14.23708344,448.0299988,-9.557830811,448.0299988,-7.825668335,448.0299988,-9.814567566,448.0299988,-7.729217529,448.0299988,-9.759292603,448.0299988,-13.4509201,448.0299988,-16.34601593,448.0299988,-21.84872437,318,24.09363556,297.9599915,31.01847839,297.9599915,49.9575386,408,90.97055054,418.0299988,87.29665375,388,85.89732361,
399.0700073,93.4200058,299.0599976,43.42075348,448.9299927,-21.20478821,448.9299927,-17.66923523,448.9299927,-11.8986969,448.9299927,-8.784469604,448.9299927,-9.727729797,448.9299927,-9.732582092,448.9299927,-9.733390808,448.9299927,-12.77490234,448.9299927,-16.49979401,448.9299927,-20.72737122,319.0700073,25.62903976,299.0599976,33.49196625,299.0599976,51.81850815,409.0700073,91.5098877,418.9299927,85.27191162,389.0700073,87.91226959,
400,90.45697021,300,47.44632339,450,-22.2935257,450,-17.68774414,450,-11.87324524,450,-11.15049744,450,-8.576774597,450,-9.125564575,450,-10.89498138,450,-11.62259674,450,-18.07408142,450,-21.24516296,320,25.17361832,300,34.44255447,300,55.37637711,410,91.97570801,420,88.05166626,390,86.41420746,
401.0700073,91.57810974,301.0700073,48.33516693,451.0599976,-24.06885529,451.0599976,-18.46783447,451.0599976,-13.12062836,451.0599976,-12.64360046,451.0599976,-10.30977631,451.0599976,-9.233680725,451.0599976,-11.9813385,451.0599976,-13.06703949,451.0599976,-16.01281738,451.0599976,-21.38254547,320.9299927,25.93582916,301.0700073,37.53549194,301.0700073,57.12220764,411.0599976,94.46337891,421.0700073,89.44184875,391.0700073,88.13347626,
402,92.66172791,302,49.63708115,451.9599915,-24.90431213,451.9599915,-20.14078522,451.9599915,-13.51818848,451.9599915,-10.43443298,451.9599915,-9.174880981,451.9599915,-9.165153503,451.9599915,-12.02126312,451.9599915,-14.17204285,451.9599915,-18.06861115,451.9599915,-21.67709351,322.0299988,27.17724228,302,38.20378494,302,60.2421608,411.9599915,91.57516479,422,85.42352295,392,88.27979279,
403.0700073,91.95001984,303.0700073,52.46012115,453.0299988,-25.62107849,453.0299988,-19.39155579,453.0299988,-14.10753632,453.0299988,-12.2184906,453.0299988,-11.77168274,453.0299988,-9.892097473,453.0299988,-10.89428711,453.0299988,-13.56599426,453.0299988,-17.77409363,453.0299988,-22.23300171,322.9599915,27.96408081,303.0700073,42.41469955,303.0700073,61.10263443,413.0299988,95.52171326,423.0700073,86.53794098,393.0700073,89.77105713,
404,93.32935333,304,54.65881348,453.9299927,-25.38312531,453.9299927,-19.43738556,453.9299927,-14.36645508,453.9299927,-12.18096924,453.9299927,-11.77492523,453.9299927,-12.8183136,453.9299927,-11.6193924,453.9299927,-14.91433716,453.9299927,-17.54969025,453.9299927,-22.12254333,324.0599976,29.05161667,304,42.40759659,304,63.24038315,413.9299927,92.54566956,424,87.12621307,394,87.43503571,
405.0700073,92.08578491,305.0700073,58.93666077,455,-25.58524323,455,-20.67243195,455,-14.67282104,455,-15.46450043,455,-12.48432159,455,-10.58782196,455,-13.34746552,455,-14.06415558,455,-16.36723328,455,-20.88568115,325,28.41897583,305.0700073,44.30741501,305.0700073,65.44496918,415,95.78315735,425.0700073,87.6543045,395.0700073,86.38816071,
406,92.90825653,306,60.39427185,456.0599976,-28.55018997,456.0599976,-21.70452118,456.0599976,-15.96196747,456.0599976,-13.06465149,456.0599976,-13.62360382,456.0599976,-12.3236618,456.0599976,-12.73287201,456.0599976,-14.34002686,456.0599976,-19.27466583,456.0599976,-21.90325165,325.9299927,29.53469849,306,47.48153305,306,67.40583038,416.0599976,94.56063843,426,86.31692505,396,87.75669861,
407.0700073,91.91352081,307.0700073,63.10647583,456.9599915,-25.83118439,456.9599915,-21.35400391,456.9599915,-16.3974762,456.9599915,-17.26602173,456.9599915,-13.01843262,456.9599915,-12.41817474,456.9599915,-14.1516037,456.9599915,-13.86376953,456.9599915,-18.22537994,456.9599915,-22.63748169,327.0299988,30.17512894,307.0700073,48.63223648,307.0700073,69.43769836,416.9599915,94.39944458,427.0700073,88.58782196,397.0700073,87.25508881,
408,90.76655579,308,65.85592651,458.0299988,-29.48061752,458.0299988,-22.9307785,458.0299988,-18.23038483,458.0299988,-15.74868774,458.0299988,-13.70066833,458.0299988,-14.10745239,458.0299988,-14.29490662,458.0299988,-14.51390839,458.0299988,-17.64445496,458.0299988,-21.4981308,327.9599915,30.13955688,308,52.48571777,308,72.31012726,418.0299988,93.85552979,428,87.22121429,398,88.75569916,
409.0700073,91.47114563,309.0700073,67.45262146,458.9299927,-31.39476013,458.9299927,-21.98475647,458.9299927,-18.49143219,458.9299927,-16.47271729,458.9299927,-15.53936005,458.9299927,-13.05030823,458.9299927,-15.50281525,458.9299927,-15.9043045,458.9299927,-19.49253082,458.9299927,-20.93958282,329.0599976,31.02014923,309.0700073,53.39121628,309.0700073,74.4493866,418.9299927,94.04980469,429.0700073,85.27991486,399.0700073,86.24182892,
410,90.57705688,310,71.12799835,460,-32.51648712,460,-24.87941742,460,-18.10437775,460,-17.82054138,460,-14.34846497,460,-14.42229462,460,-14.94693756,460,-15.18037415,460,-19.03141022,460,-22.22167969,330,31.91975403,310,55.84801483,310,75.90068054,420,93.859375,430,85.80450439,400,88.08629608,
411.0599976,89.81316376,311.0700073,71.6556015,461.0599976,-31.01834106,461.0599976,-26.06012726,461.0599976,-20.72360992,461.0599976,-17.01566315,461.0599976,-16.09803009,461.0599976,-15.03440857,461.0599976,-15.78063965,461.0599976,-16.25271606,461.0599976,-18.98722839,461.0599976,-22.65865326,331.0700073,32.51781082,311.0700073,57.67391205,311.0700073,76.53730011,421.0700073,95.14520264,431.0599976,85.87480927,401.0700073,84.8925705,
411.9599915,89.82192993,312,72.41494751,461.9599915,-31.86178207,461.9599915,-25.35113525,461.9599915,-19.43678284,461.9599915,-18.46383667,461.9599915,-18.33162689,461.9599915,-15.74996185,461.9599915,-15.70835114,461.9599915,-18.38366699,461.9599915,-20.45722961,461.9599915,-22.45921326,332,34.16812515,312,58.67830658,312,78.08081818,422,91.14691162,431.9599915,83.67861176,402,87.45863342,
413.0299988,91.24225616,313.0700073,75.97801971,463.0299988,-32.7616272,463.0299988,-27.85742188,463.0299988,-22.14373016,463.0299988,-20.48924255,463.0299988,-18.1459198,463.0299988,-15.38101959,463.0299988,-17.38328552,463.0299988,-17.89923096,463.0299988,-19.86188507,463.0299988,-24.03285217,333.0700073,33.19558334,313.0700073,60.18328857,313.0700073,78.1705246,423.0700073,93.4677124,433.0299988,84.09172821,403.0700073,84.25265503,
413.9299927,90.19255066,314,76.15058136,463.9299927,-33.76797485,463.9299927,-29.58921814,463.9299927,-21.98897552,463.9299927,-20.41886139,463.9299927,-19.17325592,463.9299927,-16.85462952,463.9299927,-17.38348389,463.9299927,-17.87682343,463.9299927,-20.83196259,463.9299927,-22.93650818,334,36.32223511,314,61.57548523,314,78.74097443,424,91.5446167,433.9299927,83.7461319,404,85.24265289,
415,88.12242126,315.0700073,79.67247009,465,-33.80949783,465,-29.54384995,465,-23.4749527,465,-21.57292938,465,-18.65625,465,-18.06945801,465,-17.5242157,465,-18.58019257,465,-21.12081146,465,-23.16743469,335.0700073,37.06085587,315.0700073,64.40408325,315.0700073,80.56251526,425.0700073,92.48739624,435,81.3086319,405.0700073,85.68672943,
416.0599976,88.8625946,316,81.08873749,466.0599976,-34.79415894,466.0599976,-29.34106827,466.0599976,-24.20404053,466.0599976,-22.18800354,466.0599976,-18.52100372,466.0599976,-18.39369202,466.0599976,-19.59895325,466.0599976,-19.00354004,466.0599976,-20.78179932,466.0599976,-24.13533783,336,37.5812149,316,64.09945679,316,80.10687256,426,89.62220764,436.0599976,81.87937927,406,86.524086,
416.9599915,87.00444794,317.0700073,84.1749115,466.9599915,-35.08433533,466.9599915,-30.4134903,466.9599915,-24.29572296,466.9599915,-21.71740723,466.9599915,-20.03565216,466.9599915,-19.01557159,466.9599915,-19.23419189,466.9599915,-18.89584351,466.9599915,-22.73223877,466.9599915,-24.0549469,337.0700073,37.14994431,317.0700073,66.36666107,317.0700073,81.40970612,427.0700073,89.10432434,436.9599915,81.00473785,407.0700073,84.35613251,
418.0299988,88.44364929,318,82.16783142,468.0299988,-36.20930862,468.0299988,-31.60565948,468.0299988,-25.67765045,468.0299988,-22.53970337,468.0299988,-19.51628876,468.0299988,-19.14022827,468.0299988,-19.67302704,468.0299988,-21.32441711,468.0299988,-21.08577728,468.0299988,-24.88453674,338,40.29758835,318,70.13579559,318,82.81598663,428,88.86271667,438.0299988,80.61659241,408,82.1620636,
418.9299927,85.59033203,319.0700073,83.51039124,468.9299927,-37.1216507,468.9299927,-29.6755867,468.9299927,-24.59893799,468.9299927,-22.1485672,468.9299927,-21.17825317,468.9299927,-19.87036133,468.9299927,-18.8923111,468.9299927,-19.4202652,468.9299927,-21.58979797,468.9299927,-24.71193695,339.0700073,38.88558197,319.0700073,70.78106689,319.0700073,81.88581848,429.0700073,88.03144836,438.9299927,81.33415985,409.0700073,82.50199127,
420,84.2784729,320,85.32867432,470,-36.36215591,470,-33.37638855,470,-28.63891983,470,-23.49128723,470,-21.62304688,470,-20.63156128,470,-20.22356415,470,-21.67193604,470,-21.97123718,470,-26.11322784,340,40.62601089,320,72.24758911,320,80.8864975,430,86.62464905,440,79.30469513,410,82.102005,
421.0700073,85.78143311,320.9299927,87.32327271,471.0599976,-36.46586227,471.0599976,-33.34358978,471.0599976,-26.74737549,471.0599976,-25.61702728,471.0599976,-22.57817841,471.0599976,-20.98430634,471.0599976,-21.99750519,471.0599976,-22.11121368,471.0599976,-21.98409271,471.0599976,-25.66064453,341.0700073,39.74304199,320.9299927,74.10715485,320.9299927,80.7420578,431.0599976,86.36643982,441.0599976,75.64861298,411.0599976,81.28635406,
422,85.54673767,322.0299988,87.17569733,471.9599915,-39.10214615,471.9599915,-34.2075386,471.9599915,-26.57516479,471.9599915,-25.34770203,471.9599915,-24.82757568,471.9599915,-21.84166718,471.9599915,-22.27565002,471.9599915,-22.63526917,471.9599915,-23.36501312,471.9599915,-25.68012238,342,40.80915451,322.0299988,75.44802094,322.0299988,81.41350555,431.9599915,84.68322754,441.9599915,76.62653351,411.9599915,80.76170349,
423.0700073,82.9553299,322.9599915,88.63001251,473.0299988,-39.35432053,473.0299988,-33.47302246,473.0299988,-27.75754547,473.0299988,-26.40441895,473.0299988,-22.95411682,473.0299988,-22.4132843,473.0299988,-22.4532547,473.0299988,-21.66940308,473.0299988,-22.85264587,473.0299988,-25.84805298,343.0700073,41.53492355,322.9599915,77.51637268,322.9599915,81.04690552,433.0299988,83.61320496,443.0299988,76.71665955,413.0299988,80.61929321,
424,84.2164917,324.0599976,90.12889099,473.9299927,-40.05189896,473.9299927,-34.64075851,473.9299927,-29.63050842,473.9299927,-26.66078949,473.9299927,-24.3935318,473.9299927,-22.4393158,473.9299927,-22.74568939,473.9299927,-23.34176636,473.9299927,-22.67280579,473.9299927,-26.54705048,344,42.54672623,324.0599976,76.91202545,324.0599976,82.86697388,433.9299927,83.64593506,443.9299927,75.5925293,413.9299927,79.10386658,
425.0700073,81.32015991,325,91.78468323,475,-39.35874176,475,-34.85024643,475,-29.80196381,475,-27.05179596,475,-25.24628448,475,-24.41571808,475,-23.49797058,475,-22.76213837,475,-23.26334381,475,-27.06362152,345.0700073,44.97671509,325,81.21722412,325,83.91902161,435,79.13273621,445,74.84882355,415,77.48684692,
426,79.47338867,325.9299927,92.16594696,476.0599976,-39.96695709,476.0599976,-34.59721756,476.0599976,-31.11225891,476.0599976,-28.26071167,476.0599976,-24.9535141,476.0599976,-24.02068329,476.0599976,-24.51560211,476.0599976,-24.31164551,476.0599976,-23.74397278,476.0599976,-26.87016296,346,44.36849976,325.9299927,83.25092316,325.9299927,82.61725616,436.0599976,79.93919373,446.0599976,75.11486053,416.0599976,77.0178299,
427.0700073,77.55897522,327.0299988,93.04516602,476.9599915,-40.91699982,476.9599915,-36.37636566,476.9599915,-30.47725677,476.9599915,-28.95051575,476.9599915,-27.53670502,476.9599915,-24.44987488,476.9599915,-23.58689117,476.9599915,-24.86432648,476.9599915,-23.96212769,476.9599915,-26.1235733,347.0700073,45.52976608,327.0299988,84.88391113,327.0299988,82.66809845,436.9599915,80.66186523,446.9599915,72.40725708,416.9599915,77.94265747,
428,77.47393036,327.9599915,94.28784943,478.0299988,-41.54079819,478.0299988,-36.56052017,478.0299988,-32.27651978,478.0299988,-30.29119873,478.0299988,-27.51348114,478.0299988,-23.93391418,478.0299988,-24.45463562,478.0299988,-24.00788879,478.0299988,-24.83731079,478.0299988,-27.14154053,348,45.16005325,327.9599915,83.08319092,327.9599915,83.29367065,438.0299988,77.25204468,448.0299988,74.17480469,418.0299988,75.2598877,
429.0700073,77.01131439,329.0599976,92.65912628,478.9299927,-40.39107513,478.9299927,-36.53678513,478.9299927,-32.2241745,478.9299927,-27.96839523,478.9299927,-27.84249878,478.9299927,-25.77433777,478.9299927,-25.04988861,478.9299927,-22.75471497,478.9299927,-25.22867584,478.9299927,-26.87966156,349.0700073,45.22605515,329.0599976,86.58461761,329.0599976,80.75076294,438.9299927,77.21923828,448.9299927,71.28778076,418.9299927,74.36949921,
430,75.08436584,330,95.40779877,480,-41.68357849,480,-37.66919708,480,-32.9068985,480,-30.06772614,480,-26.84416962,480,-25.79747009,480,-24.24472809,480,-24.01777649,480,-25.74797058,480,-25.91213226,350,45.93201828,330,88.36162567,330,80.43466187,440,75.37780762,450,72.12346649,420,73.90663147,
431.0599976,74.05643463,331.0700073,96.10201263,481.0599976,-43.79820633,481.0599976,-35.78110886,481.0599976,-30.87724304,481.0599976,-30.5012207,481.0599976,-28.19701767,481.0599976,-24.91004181,481.0599976,-25.19306946,481.0599976,-23.79103851,481.0599976,-24.86525726,481.0599976,-26.63504028,351.0700073,47.74686813,331.0700073,87.74081421,331.0700073,76.50228882,441.0599976,75.38052368,451.0599976,71.23155975,421.0700073,73.32460785,
431.9599915,73.31048584,332,93.91294098,481.9599915,-41.82337189,481.9599915,-37.68645477,481.9599915,-32.93768692,481.9599915,-29.66591644,481.9599915,-27.62089539,481.9599915,-25.78604889,481.9599915,-25.66133881,481.9599915,-24.04727936,481.9599915,-25.78884125,481.9599915,-27.17516327,352,46.68874741,332,88.43967438,332,76.55996704,441.9599915,75.0395813,451.9599915,69.79573059,422,71.92904663,
433.0299988,71.06963348,333.0700073,93.58907318,483.0299988,-42.01783752,483.0299988,-37.18812561,483.0299988,-34.33864975,483.0299988,-29.98600769,483.0299988,-28.23447037,483.0299988,-26.14487457,483.0299988,-27.51210022,483.0299988,-24.76766968,483.0299988,-25.14810181,483.0299988,-28.16625595,353.0700073,47.72759247,333.0700073,89.69444275,333.0700073,74.7956543,443.0299988,71.00166321,453.0299988,71.6815567,423.0700073,73.23550415,
433.9299927,71.45065308,334,94.61535645,483.9299927,-44.0574646,483.9299927,-38.74977493,483.9299927,-32.5300827,483.9299927,-31.86859894,483.9299927,-28.07866669,483.9299927,-27.2250061,483.9299927,-27.74016953,483.9299927,-25.39476776,483.9299927,-24.91159821,483.9299927,-26.41035461,354,48.61651993,334,91.45085907,334,71.61824799,443.9299927,71.31057739,453.9299927,68.7687912,424,70.83325958,
435,68.31834412,335.0700073,92.89923859,485,-44.86137009,485,-39.61730576,485,-34.34854507,485,-32.22853851,485,-29.31968307,485,-27.76018143,485,-26.77050781,485,-25.69342804,485,-25.7622757,485,-28.82744217,355.0700073,48.13212585,335.0700073,91.0759964,335.0700073,70.26036072,445,71.76472473,455,68.73419189,425.0700073,70.38946533,
436.0599976,65.40536499,336,91.353508,486.0599976,-43.50974655,486.0599976,-37.50838089,486.0599976,-35.15993881,486.0599976,-31.35544968,486.0599976,-29.38566589,486.0599976,-27.82960892,486.0599976,-28.13488007,486.0599976,-26.19400787,486.0599976,-27.3189621,486.0599976,-28.11646271,356,49.09630585,336,91.5280304,336,68.64762115,446.0599976,69.16134644,456.0599976,67.84741211,426,68.33985138,
436.9599915,67.27867126,337.0700073,88.52481842,486.9599915,-44.30931091,486.9599915,-39.6136055,486.9599915,-35.33714294,486.9599915,-32.50152969,486.9599915,-28.28409958,486.9599915,-27.47107697,486.9599915,-27.4933548,486.9599915,-24.75582123,486.9599915,-27.17751312,486.9599915,-27.86187744,357.0700073,48.72981644,337.0700073,93.45767212,337.0700073,64.6733551,446.9599915,69.88568115,456.9599915,66.0868988,427.0700073,68.08074951,
438.0299988,66.16109467,338,88.44509888,488.0299988,-44.45964813,488.0299988,-39.40997314,488.0299988,-35.03635788,488.0299988,-32.56496429,488.0299988,-30.09535599,488.0299988,-27.45982361,488.0299988,-28.57078552,488.0299988,-25.8848877,488.0299988,-27.08426666,488.0299988,-27.92075729,358,49.05118179,338,91.14511871,338,64.44313049,448.0299988,69.34803772,458.0299988,65.51098633,428,65.14274597,
438.9299927,63.94068909,339.0700073,89.53318024,488.9299927,-44.89458084,488.9299927,-40.46576691,488.9299927,-35.53283691,488.9299927,-32.08750916,488.9299927,-29.4842453,488.9299927,-27.78091049,488.9299927,-28.87046051,488.9299927,-26.81027985,488.9299927,-28.21514511,488.9299927,-30.13246536,359.0700073,49.79771042,339.0700073,92.79972839,339.0700073,61.68006516,448.9299927,67.36343384,458.9299927,66.41614532,429.0700073,65.62316895,
440,64.72315216,340,85.9249649,490,-44.65881729,490,-41.09000778,490,-35.52827835,490,-33.68040466,490,-31.44893646,490,-29.364254,490,-29.49536133,490,-27.77476501,490,-27.6979332,490,-29.00627899,360,48.17773819,340,94.12411499,340,59.99764633,450,66.02067566,460,63.03793716,430,62.88931274,
441.0599976,61.20755005,341.0700073,82.1703186,491.0400085,-46.71980286,491.0400085,-40.88798523,491.0400085,-35.98207092,491.0400085,-35.03799438,491.0400085,-31.98891449,491.0400085,-30.44490433,491.0400085,-29.63093948,491.0400085,-28.26914597,491.0400085,-29.44081497,491.0400085,-28.89151764,361.0700073,50.84738541,341.0700073,90.04535675,341.0700073,54.76897812,451.0599976,66.80778503,461.0599976,64.28547668,431.0599976,63.16456604,
441.9599915,60.82875061,342,82.37963104,491.9400024,-46.38034821,491.9400024,-41.62674332,491.9400024,-37.48347473,491.9400024,-35.01343155,491.9400024,-32.28770065,491.9400024,-31.11146927,491.9400024,-29.52978516,491.9400024,-29.17512131,491.9400024,-28.23277283,491.9400024,-28.97270584,362,49.58064651,342,89.99543762,342,52.92401123,451.9599915,64.1010437,461.9599915,62.72758102,431.9599915,61.81240845,
443.0299988,61.75514984,343.0700073,79.38516235,492.980011,-45.69831467,492.980011,-41.77609253,492.980011,-37.67913055,492.980011,-35.75773621,492.980011,-34.50367355,492.980011,-32.06503296,492.980011,-30.00957108,492.980011,-28.18260193,492.980011,-29.64131165,492.980011,-30.58782196,363.0700073,50.39886475,343.0700073,91.83795929,343.0700073,50.0020752,453.0299988,64.11843872,463.0299988,63.51369858,433.0299988,59.83730316,
443.9299927,59.24775696,344,77.16220856,494.019989,-47.46313095,494.019989,-42.94297028,494.019989,-37.8015976,494.019989,-33.70235825,494.019989,-33.36828232,494.019989,-32.66186905,494.019989,-30.31427002,494.019989,-29.81985855,494.019989,-29.91421127,494.019989,-30.8045845,364,51.28926086,344,91.07849884,344,46.28417587,453.9299927,60.8382988,463.9299927,62.84943008,433.9299927,58.78539276,
445,57.35142517,345.0700073,77.25738525,495.0700073,-46.89173508,495.0700073,-43.91672516,495.0700073,-38.60540771,495.0700073,-35.77515793,495.0700073,-34.99314499,495.0700073,-32.35980225,495.0700073,-31.52260971,495.0700073,-31.10212326,495.0700073,-30.79727173,495.0700073,-32.26003647,365.0700073,50.05037308,345.0700073,92.22283173,345.0700073,44.99991226,455,60.56512833,465,60.98164749,435,59.35884857,
446.0599976,56.24275208,346,73.29194641,495.9700012,-48.46427536,495.9700012,-44.70161819,495.9700012,-39.18583298,495.9700012,-36.4211235,495.9700012,-34.12619019,495.9700012,-32.8726387,495.9700012,-32.42506409,495.9700012,-31.12154007,495.9700012,-30.66139221,495.9700012,-32.70703125,366,50.27416611,346,87.4546051,346,42.26066589,456.0599976,62.46705246,466.0599976,60.92251968,436.0599976,56.13434219,
446.9599915,54.44246292,347.0700073,71.13684845,497.0100098,-48.56287003,497.0100098,-45.00579071,497.0100098,-41.48080444,497.0100098,-37.83889008,497.0100098,-35.84671783,497.0100098,-33.78144073,497.0100098,-33.03379822,497.0100098,-30.26751709,497.0100098,-31.47993851,497.0100098,-33.01316071,367.0700073,51.08029175,347.0700073,88.85450745,347.0700073,38.25507355,456.9599915,58.87585068,466.9599915,59.24769211,436.9599915,56.11135101,
448.0299988,55.22389984,348,69.92214203,498.0499878,-48.62113953,498.0499878,-46.70187378,498.0499878,-40.77665329,498.0499878,-37.36104584,498.0499878,-36.04255295,498.0499878,-34.29511261,498.0499878,-35.19051361,498.0499878,-31.98355103,498.0499878,-31.69246674,498.0499878,-32.70713043,368,50.87934875,348,89.01153564,348,37.27816391,458.0299988,60.04213333,468.0299988,57.43426132,438.0299988,54.11475754,
