CdSe 10sec hi ex300,,CdSe 10sec hi em510301,,CdSe 10sec hi ex400,,CdSe 180sec hi ex400,,CdSe 180sec hi em525,,CdSe 180sec hi ex460,,CdSe 180sec hi em470,,CdSe 180min sonochem em520,,CdSe 180min sonochem ex410,,CdSe 180min sonochem em485,,CdSe 180min sonochem ex390,,CdSe 180min sonochem em560,,CdSe 180min sonochem ex470,,CdSe 30min sonochem ex470,,CdSe 30min sonochem em515,,CdSe 30min sonochem ex400,,CdSe 30min sonochem em470,,CdSe 30min sonochem ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
495.9700012,86.29096985,436.0599976,608.258606,596.0200195,35.53846741,596.0200195,98.58059692,436.0599976,720.6309814,656,-34.68364716,436.0599976,212.2437439,436.0599976,38.14679718,606.0200195,-0.6741361618,436.0599976,46.79177094,586.0200195,5.769666672,456.0599976,30.87926292,665.9400024,-13.65782738,665.9400024,-64.25775146,456.0599976,249.787735,596.0200195,17.00815582,436.0599976,142.4364624,580.8800049,36.96343231,
497.0100098,90.33773804,436.9599915,602.1534424,597.0499878,34.36376953,597.0499878,95.33364105,436.9599915,726.3001099,657,-36.58546448,436.9599915,207.7511292,436.9599915,37.88068008,607.0499878,-0.8226652145,436.9599915,45.60943604,587.0499878,5.825975418,456.9599915,30.15844727,666.9500122,-13.63911724,666.9500122,-64.56145477,456.9599915,247.3076019,597.0499878,15.5096283,436.9599915,138.94841,581.9099731,37.06465149,
498.0499878,91.02788544,438.0299988,600.8163452,597.9400024,32.68145752,597.9400024,95.04096985,438.0299988,732.6589355,658,-38.34660339,438.0299988,202.4098816,438.0299988,38.07518768,607.9400024,-1.384199142,438.0299988,44.56308746,587.9400024,4.762385368,458.0299988,30.59745216,667.9699707,-14.11797237,667.9699707,-65.33692932,458.0299988,242.3037262,597.9400024,15.06951904,438.0299988,133.2838898,582.9400024,35.34687805,
498.9500122,90.62669373,438.9299927,599.3173828,598.9699707,28.2831955,598.9699707,91.4515152,438.9299927,736.9735107,659,-39.65431976,438.9299927,199.4847412,438.9299927,37.56679535,608.9699707,-1.092926979,438.9299927,44.19279861,588.9699707,5.064006805,458.9299927,31.01862717,668.9799805,-13.82681751,668.9799805,-65.93254089,458.9299927,245.623642,598.9699707,14.90267944,438.9299927,129.6971741,583.9699707,33.36201477,
500,92.70147705,440,596.6864014,600,29.01842499,600,89.89451599,440,741.3977051,660,-39.9469986,440,193.8530426,440,37.00178909,610,-1.786581993,440,43.08125687,590,4.515080452,460,30.28942299,670,-14.19934654,670,-66.20705414,460,244.5243683,600,13.00321198,440,125.563118,584.8499756,32.81842804,
,,441.0599976,595.8103638,,,,,441.0599976,748.6126099,661.0100098,-42.20461273,441.0599976,189.0748138,441.0599976,37.67199326,611.0100098,-1.336881638,441.0599976,43.06393433,591.0200195,3.985844612,461.0599976,31.24443436,671,-14.1490097,671,-66.46598816,461.0599976,239.7892151,601.0200195,12.42074585,441.0599976,122.0893326,585.8800049,30.19480896,
,,441.9599915,588.717041,,,,,441.9599915,743.8632202,662.0200195,-43.77892303,441.9599915,185.2516937,441.9599915,37.16085434,612.0200195,-1.987582207,441.9599915,41.32527542,592.0499878,3.775135994,461.9599915,30.59491158,672,-13.9407959,672,-67.25861359,461.9599915,239.1682892,602.0499878,10.19123077,441.9599915,118.9854507,586.9099731,30.72425079,
,,443.0299988,583.8149414,,,,,443.0299988,748.0114746,663.039978,-45.08370972,443.0299988,181.5146942,443.0299988,36.56585312,613.039978,-2.077623367,443.0299988,40.25193405,592.9400024,3.178378105,463.0299988,30.66509247,673,-14.13737679,673,-66.79206848,463.0299988,235.4314423,602.9400024,10.17527771,443.0299988,115.0659943,587.9400024,28.03091431,
,,443.9299927,577.3370361,,,,,443.9299927,754.0715332,664.0499878,-46.04949951,443.9299927,175.5112152,443.9299927,36.74869919,614.0499878,-2.477219582,443.9299927,39.48757553,593.9699707,3.103012085,463.9299927,30.83419037,674,-14.30996704,674,-68.00001526,463.9299927,231.7121429,603.9699707,8.792289734,443.9299927,110.942482,588.9699707,28.0453186,
,,445,573.6430054,,,,,445,755.7300415,665.0700073,-47.77386475,445,171.8173065,445,37.01744843,615.0700073,-2.782254219,445,38.43637848,595,3.045851707,465,31.27183533,675,-14.49699593,675,-68.42501831,465,229.1277771,605,8.40587616,445,105.8938065,589.8499756,25.90188599,
,,446.0599976,570.3695679,,,,,446.0599976,761.866272,665.9400024,-47.9056015,446.0599976,167.513855,446.0599976,36.40049744,615.9400024,-3.286811829,446.0599976,37.98996353,596.0200195,2.522615433,466.0599976,30.57076836,676,-14.29761314,676,-69.28157043,466.0599976,228.8702393,606.0200195,8.104370117,446.0599976,105.0065002,590.8800049,24.52503967,
,,446.9599915,567.7280273,,,,,446.9599915,764.6021729,666.9500122,-49.77121735,446.9599915,164.3264618,446.9599915,35.7159729,616.9500122,-3.041460037,446.9599915,37.21102905,597.0499878,2.451407433,466.9599915,30.61846352,677,-14.5310936,677,-68.81040192,466.9599915,227.963028,607.0499878,7.45526123,446.9599915,100.7418442,591.9099731,24.13047791,
,,448.0299988,563.9081421,,,,,448.0299988,762.8009644,667.9699707,-50.42033386,448.0299988,161.201767,448.0299988,36.20632172,617.9699707,-3.250845909,448.0299988,35.80813599,597.9400024,1.969244003,468.0299988,30.15391922,678,-14.39400387,678,-69.08486938,468.0299988,226.1647034,607.9400024,6.16463089,448.0299988,97.46940613,592.9400024,22.20837402,
,,448.9299927,556.2893066,,,,,448.9299927,763.3474121,668.9799805,-50.88162231,448.9299927,157.9416351,448.9299927,36.48690033,618.9799805,-3.72665453,448.9299927,35.33994293,598.9699707,1.744102478,468.9299927,30.81672287,679,-14.71502113,679,-70.00502777,468.9299927,220.1775513,608.9699707,5.654052734,448.9299927,94.87218475,593.9699707,23.6010437,
,,450,554.9486694,,,,,450,761.8970337,670,-53.04893494,450,151.0566406,450,35.74479675,620,-4.109413624,450,33.68264008,600,1.652906418,470,29.82546616,680,-14.76435089,680,-70.90158081,470,219.9350891,610,5.232387543,450,91.31001282,594.8499756,22.36471558,
,,451.0599976,549.0657349,,,,,451.0599976,763.5425415,671,-54.39500427,451.0599976,147.1830902,451.0599976,34.9937706,621.0200195,-3.822118759,451.0599976,32.69105148,601.0200195,1.054717064,471.0599976,29.98563957,681,-14.81508732,681,-70.63596344,471.0599976,219.8696594,611.0100098,3.084819794,451.0599976,87.92582703,595.8800049,19.91712952,
,,451.9599915,540.5939941,,,,,451.9599915,765.5286255,672,-55.3754158,451.9599915,142.7213287,451.9599915,35.17934418,622.0499878,-4.548259735,451.9599915,32.61514282,602.0499878,0.6667785645,471.9599915,29.70302963,682,-14.70108128,682,-71.12684631,471.9599915,216.1779633,612.0200195,2.707107544,451.9599915,85.37311554,596.9099731,18.64749146,
,,453.0299988,535.0304565,,,,,453.0299988,765.1131592,673,-56.33997345,453.0299988,138.7060394,453.0299988,34.35508347,622.9400024,-4.787827969,453.0299988,30.7570076,602.9400024,0.3291921616,473.0299988,30.23184204,683,-14.80393124,683,-71.55838013,473.0299988,212.7941284,613.039978,2.43920517,453.0299988,81.92034912,597.9400024,18.16697693,
,,453.9299927,532.8405762,,,,,453.9299927,766.3069458,674,-57.09802628,453.9299927,135.7948456,453.9299927,34.49979401,623.9699707,-4.921820164,453.9299927,29.50384903,603.9699707,0.3489093781,473.9299927,30.36732674,684,-14.87426186,684,-72.1794281,473.9299927,211.0148163,614.0499878,1.300952911,453.9299927,79.20452118,598.9699707,17.18765259,
,,455,526.0727539,,,,,455,766.2545166,675,-57.82880783,455,130.3768005,455,34.20891571,625,-4.884252071,455,28.92723083,605,-0.1924066544,475,30.14053345,685,-15.09774494,685,-71.85855865,475,210.9128265,615.0700073,0.3007469177,455,76.49621582,599.8499756,16.86645508,
,,456.0599976,520.7518311,,,,,456.0599976,767.9345703,676,-59.90557861,456.0599976,126.8324966,456.0599976,33.48498917,626.0200195,-5.133691788,456.0599976,28.00212097,606.0200195,-0.1922063828,476.0599976,29.88445854,686,-14.94274139,686,-72.25657654,476.0599976,208.4254608,615.9400024,1.392757416,456.0599976,73.52780151,600.8800049,15.82279968,
,,456.9599915,516.7021484,,,,,456.9599915,769.8679199,677,-60.53841019,456.9599915,123.2151871,456.9599915,33.22486496,627.0499878,-5.274494171,456.9599915,26.79850769,607.0499878,-0.2407226563,476.9599915,29.68649292,687,-15.02299881,687,-72.62538147,476.9599915,207.7706451,616.9500122,-0.1519126892,456.9599915,69.74633026,601.9099731,15.27282715,
,,458.0299988,518.5762939,,,,,458.0299988,774.5947266,678,-62.17064667,458.0299988,118.6299057,458.0299988,33.38752747,627.9400024,-5.37658453,458.0299988,25.96837997,607.9400024,-0.9820327759,478.0299988,29.44104195,688,-15.18494797,688,-72.84960175,478.0299988,208.6606598,617.9699707,-1.229068756,458.0299988,66.82521057,602.9400024,13.31813049,
,,458.9299927,511.6520081,,,,,458.9299927,770.3630981,679,-63.95760345,458.9299927,114.2971191,458.9299927,32.85514832,628.9699707,-5.727925301,458.9299927,25.08746719,608.9699707,-1.3095541,478.9299927,28.93909836,689,-15.12389183,689,-73.235672,478.9299927,203.8086853,618.9799805,-1.863059998,458.9299927,64.76741791,603.9699707,12.92956543,
,,460,510.8169861,,,,,460,773.7263794,680,-64.37785339,460,112.1288452,460,32.49358368,630,-5.61309433,460,24.68884659,610,-0.8819236755,480,29.31398773,690,-15.22892952,690,-73.05218506,480,200.9776001,620,-2.717761993,460,62.54914093,604.8499756,12.66165924,
,,461.0599976,509.242218,,,,,461.0599976,772.6384888,681,-64.72207642,,,461.0599976,31.75136948,631.0100098,-6.268680096,461.0599976,23.46353531,611.0100098,-1.558631897,481.0400085,28.66523933,691,-15.02263737,691,-73.4910965,481.0400085,200.8060455,621.0200195,-3.549949646,,,605.8800049,11.33272552,
,,461.9599915,505.7355652,,,,,461.9599915,769.7935181,682,-66.69667816,,,461.9599915,32.10284424,632.0200195,-5.907323837,461.9599915,22.76875687,612.0200195,-2.221265793,481.9400024,28.9770031,692,-15.1417942,692,-73.74195099,481.9400024,202.4831085,622.0499878,-4.029033661,,,606.9099731,10.24451065,
,,463.0299988,496.6047668,,,,,463.0299988,766.2695313,683,-66.85063171,,,463.0299988,31.47644806,633.039978,-6.35917902,463.0299988,21.7915802,613.039978,-1.864831924,482.980011,28.63046455,693,-15.21366692,693,-73.15886688,482.980011,202.3985138,622.9400024,-5.176921844,,,607.9400024,11.11660004,
,,463.9299927,490.2874756,,,,,463.9299927,761.4713745,684,-67.37132263,,,463.9299927,30.64339828,634.0499878,-6.592720032,463.9299927,21.07038879,614.0499878,-2.372362614,484.019989,28.28924942,694,-15.20438385,694,-73.56382751,484.019989,200.7814026,623.9699707,-5.023654938,,,608.9699707,9.111515045,
,,465,487.9797668,,,,,465,761.3062134,685,-69.17854309,,,465,30.23763657,635.0700073,-6.672752857,465,20.09273148,615.0700073,-2.604212284,485.0700073,27.90168762,695,-15.28374672,695,-73.84627533,485.0700073,201.0767517,625,-6.717308044,,,609.8499756,7.686203003,
,,466.0599976,485.8100281,,,,,466.0599976,761.2536011,686,-69.1257782,,,466.0599976,30.95876312,635.9400024,-6.647596836,466.0599976,19.40560532,615.9400024,-2.66852808,485.9700012,27.6180191,696,-15.32446384,696,-73.46058655,485.9700012,200.0007172,626.0200195,-6.881454468,,,610.8599854,8.444469452,
,,466.9599915,481.8126526,,,,,466.9599915,756.1123047,687,-70.04057312,,,466.9599915,29.5402813,636.9500122,-6.976462364,466.9599915,18.21169662,616.9500122,-2.762546539,487.0100098,27.9825592,697,-15.10274792,697,-73.7223053,487.0100098,198.5010376,627.0499878,-7.248645782,,,611.8800049,6.825431824,
,,468.0299988,481.8339844,,,,,468.0299988,752.9498291,688,-70.23822784,,,468.0299988,29.12148857,637.9699707,-7.120588303,468.0299988,17.62379837,617.9699707,-2.964980602,488.0499878,27.15398979,698,-15.28050232,698,-74.03907776,488.0499878,198.1194763,627.9400024,-8.5744133,,,612.8900146,6.861545563,
,,468.9299927,477.6651001,,,,,468.9299927,749.2783203,689,-70.89173889,,,468.9299927,29.3182354,638.9799805,-7.118756294,468.9299927,17.0198555,618.9799805,-3.208003044,488.9500122,26.52938652,699,-15.5782795,699,-74.51860046,488.9500122,197.1987915,628.9699707,-8.231708527,,,613.9099731,5.540473938,
,,470,473.3139038,,,,,470,752.6103516,690,-70.85366821,,,470,29.20039558,640,-7.507436275,470,15.89965343,620,-3.38025856,490,26.92271614,700,-15.23620605,700,-74.10089111,490,196.9412079,630,-9.401622772,,,614.9199829,4.627643585,
,,471.0599976,476.7504883,,,,,471.0599976,745.9810791,691,-71.6068573,,,471.0599976,27.96090317,641.0100098,-7.290628433,471.0599976,15.8155489,621.0200195,-3.963163376,491.0599976,25.72356987,,,,,491.0599976,196.3582153,631.0100098,-9.901447296,,,615.9400024,5.603004456,
,,471.9599915,472.7478027,,,,,471.9599915,740.7888794,692,-71.57218933,,,471.9599915,27.86300659,642.0200195,-7.307585716,471.9599915,14.57822704,622.0499878,-4.0465312,491.9599915,25.81775284,,,,,491.9599915,194.6707001,632.0200195,-11.27194977,,,616.9500122,2.726657867,
,,473.0299988,469.4311523,,,,,473.0299988,737.7850952,693,-71.43791199,,,473.0299988,26.63191605,643.039978,-7.718976021,473.0299988,14.3295927,622.9400024,-4.201232433,493.0299988,25.31313515,,,,,493.0299988,194.6192169,633.039978,-10.52419281,,,617.9699707,2.99489975,
,,473.9299927,471.230896,,,,,473.9299927,735.7039795,694,-72.82171631,,,473.9299927,26.62744331,644.0499878,-7.581642628,473.9299927,13.6463213,623.9699707,-4.123337269,493.9299927,24.49554253,,,,,493.9299927,193.8953705,634.0499878,-12.17202377,,,618.9799805,2.988418579,
,,475,468.3989258,,,,,475,736.9453735,695,-72.73251343,,,475,25.8169117,645.0700073,-7.829360008,475,12.80319881,625,-4.2641716,495,24.13093758,,,,,495,192.9899445,635.0700073,-12.14334106,,,619.8499756,1.490825653,
,,476.0599976,464.2402039,,,,,476.0599976,724.8029785,696,-73.57634735,,,476.0599976,26.52383614,645.9400024,-8.244335175,,,626.0200195,-4.470285892,496.0599976,23.89182854,,,,,496.0599976,191.068634,635.9400024,-13.07844543,,,620.8800049,1.243331909,
,,476.9599915,468.3348694,,,,,476.9599915,727.8199463,697,-74.49684906,,,476.9599915,25.67233276,646.9500122,-8.255993843,,,627.0499878,-4.682562828,496.9599915,23.79457474,,,,,496.9599915,192.080658,636.9500122,-12.7387085,,,621.9099731,0.3081016541,
,,478.0299988,467.7648621,,,,,478.0299988,720.2827148,698,-74.44239807,,,478.0299988,25.03671455,647.9699707,-8.307804108,,,627.9400024,-4.950005531,498.0299988,23.38305855,,,,,498.0299988,190.8496857,637.9699707,-13.24875641,,,622.9400024,-0.6066627502,
,,478.9299927,465.6907959,,,,,478.9299927,721.8234863,699,-75.03039551,,,478.9299927,24.23735046,648.9799805,-8.409191132,,,628.9699707,-5.182952881,498.9299927,23.14626122,,,,,498.9299927,191.2864227,638.9799805,-14.50100708,,,623.9699707,-1.181930542,
,,480,468.0388794,,,,,480,709.9641724,700,-75.0219574,,,480,23.88845444,650,-8.380467415,,,630,-5.150089264,500,22.64663506,,,,,500,189.8329468,640,-14.74120331,,,624.8499756,-3.044975281,
,,481.0400085,474.6334839,,,,,481.0400085,713.3129272,701,-75.93774414,,,481.0400085,22.98048401,651,-8.426424026,,,631.0100098,-5.581659794,501.0400085,22.42609787,,,,,501.0400085,188.4277954,641.0100098,-15.83946228,,,625.8800049,-2.146793365,
,,481.9400024,478.9256592,,,,,481.9400024,714.5898438,702,-76.03981018,,,481.9400024,23.05491829,652,-8.531469345,,,632.0200195,-5.421622276,501.9400024,21.09645462,,,,,501.9400024,185.5724945,642.0200195,-16.11724472,,,626.9099731,-3.000644684,
,,482.980011,483.5939941,,,,,482.980011,718.975647,703,-76.24549866,,,482.980011,21.91843033,653,-8.559160233,,,633.039978,-5.838612556,502.980011,21.23196793,,,,,502.980011,182.8510437,643.039978,-16.31149673,,,627.9400024,-3.346641541,
,,484.019989,486.7423096,,,,,484.019989,714.6755371,704,-77.28144836,,,484.019989,21.31138229,654,-8.94853878,,,634.0499878,-5.673952103,504.019989,19.70262909,,,,,504.019989,178.7108154,644.0499878,-16.25754929,,,628.9699707,-3.614257813,
,,485.0700073,494.0205994,,,,,485.0700073,715.232666,705,-78.20862579,,,485.0700073,20.80554199,655,-9.100034714,,,635.0700073,-5.77664423,505.0700073,18.94426537,,,,,505.0700073,176.2419434,645.0700073,-17.0112648,,,629.8499756,-4.304969788,
,,485.9700012,493.6034241,,,,,485.9700012,714.0401611,706,-78.49217987,,,485.9700012,20.92960548,656,-8.976493835,,,635.9400024,-5.878009319,505.9700012,19.84888458,,,,,,,645.9400024,-17.61788559,,,630.8599854,-6.285438538,
,,487.0100098,497.5906677,,,,,487.0100098,712.6276855,707,-78.67913818,,,487.0100098,19.69212151,657,-9.125966072,,,636.9500122,-6.294064045,507.0100098,19.04902077,,,,,,,646.9500122,-17.77377319,,,631.8800049,-6.187038422,
,,488.0499878,497.7477112,,,,,488.0499878,713.4923096,708,-79.30075073,,,488.0499878,19.53178215,658,-9.184357643,,,637.9699707,-6.421646118,508.0499878,18.24439621,,,,,,,647.9699707,-19.65702438,,,632.8900146,-6.606391907,
,,488.9500122,502.3663635,,,,,488.9500122,714.6265869,709,-79.75024414,,,488.9500122,18.4734745,659,-9.016467094,,,638.9799805,-6.147205353,508.9500122,17.8513813,,,,,,,648.9799805,-19.06894302,,,633.9099731,-6.69890213,
,,490,506.3414001,,,,,490,712.7362671,710,-80.19819641,,,490,17.61841011,660,-9.225892067,,,640,-6.669082165,510,17.75408554,,,,,,,650,-19.74501801,,,634.9199829,-8.081390381,
,,491.0599976,506.5212097,,,,,491.0599976,717.4459839,710.9799805,-80.73449707,,,491.0599976,17.42422867,661.0100098,-9.366752625,,,641.0100098,-6.683160305,511.0400085,17.26196098,,,,,,,651,-20.59363556,,,635.9400024,-7.568180084,
,,491.9599915,509.2240295,,,,,491.9599915,720.3649292,711.9699707,-80.94011688,,,491.9599915,16.72229576,662.0200195,-9.477264404,,,642.0200195,-6.80715704,511.9400024,16.77876663,,,,,,,652,-21.56315994,,,636.9500122,-8.945571899,
,,493.0299988,511.1966248,,,,,493.0299988,726.7529907,712.9500122,-82.27592468,,,493.0299988,16.04552269,663.039978,-9.5759058,,,643.039978,-6.835398197,512.9799805,15.65495014,,,,,,,653,-20.16865921,,,637.9699707,-9.732723236,
,,493.9299927,509.1404114,,,,,493.9299927,730.1555786,713.9400024,-82.29277802,,,493.9299927,16.17242432,664.0499878,-9.476400375,,,644.0499878,-6.968060017,514.0200195,15.26610088,,,,,,,654,-21.50545883,,,638.9799805,-9.373806,
,,495,505.1104431,,,,,495,736.3015137,715.0700073,-82.66706085,,,495,15.01692104,665.0700073,-9.77091217,,,645.0700073,-7.048790932,515.0700073,15.06324291,,,,,,,655,-22.04229736,,,639.8499756,-10.14569855,
,,496.0599976,500.9499817,,,,,496.0599976,751.4468994,716.0499878,-83.60418701,,,496.0599976,14.40274334,665.9400024,-9.772200584,,,645.9400024,-7.042890072,515.9699707,14.61666203,,,,,,,656,-22.37179947,,,640.8599854,-10.54177856,
,,496.9599915,502.8241882,,,,,496.9599915,767.5939941,717.039978,-84.13539124,,,496.9599915,14.00948811,666.9500122,-9.833459854,,,646.9500122,-7.237606525,517.0100098,13.81983662,,,,,,,657,-23.30506134,,,641.8800049,-11.2637291,
,,498.0299988,500.1907043,,,,,498.0299988,782.381958,718.0200195,-84.52536011,,,498.0299988,13.30123425,667.9699707,-9.872095108,,,647.9699707,-7.201373577,518.0499878,13.16458893,,,,,,,658,-22.47705841,,,642.8900146,-11.43326569,
,,498.9299927,494.5804138,,,,,498.9299927,794.1521606,719.0100098,-85.14289856,,,498.9299927,13.29062176,668.9799805,-9.86771965,,,648.9799805,-7.235159397,518.9500122,13.52785492,,,,,,,659,-24.07149887,,,643.9099731,-11.60245895,
,,500,488.2878418,,,,,500,805.0320435,720,-85.52740479,,,500,13.03429317,670,-9.763525963,,,650,-7.482557297,520,12.78588009,,,,,,,660,-23.53784561,,,644.9199829,-12.1376915,
