CdSe 10sec hi ex300,,CdSe 10sec hi em510301,,CdSe 10sec hi ex400,,CdSe 180sec hi ex400,,CdSe 180sec hi em525,,CdSe 180sec hi ex460,,CdSe 180sec hi em470,,CdSe 180min sonochem em520,,CdSe 180min sonochem ex410,,CdSe 180min sonochem em485,,CdSe 180min sonochem ex390,,CdSe 180min sonochem em560,,CdSe 180min sonochem ex470,,CdSe 30min sonochem ex470,,CdSe 30min sonochem em515,,CdSe 30min sonochem ex400,,CdSe 30min sonochem em470,,CdSe 30min sonochem ex385,,
Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),Wavelength (nm),Intensity (a.u.),
,,,,,,,,501.0400085,823.6461792,720.9799805,-86.38006592,,,501.0400085,12.10118294,671,-10.00941086,,,651,-7.291982651,521.039978,12.44556141,,,,,,,661.0100098,-24.36942673,,,645.9400024,-12.92826462,
,,,,,,,,501.9400024,841.3363647,721.9699707,-86.75914001,,,501.9400024,12.09301949,672,-10.15582657,,,652,-7.494158745,521.9400024,11.61192036,,,,,,,662.0200195,-25.05137825,,,646.9500122,-14.22153473,
,,,,,,,,502.980011,857.711731,722.9500122,-87.32679749,,,502.980011,11.03579044,673,-10.14344788,,,653,-7.482275486,522.9799805,11.13329411,,,,,,,663.039978,-25.97628403,,,647.9699707,-14.31583405,
,,,,,,,,504.019989,880.423645,723.9400024,-87.75660706,,,504.019989,10.20383263,674,-10.09704304,,,654,-7.693529129,524.0200195,10.90453911,,,,,,,664.0499878,-26.01247215,,,648.9799805,-14.25661469,
,,,,,,,,505.0700073,896.7492676,725.0700073,-88.41326904,,,505.0700073,9.984581947,675,-10.11650467,,,655,-7.947092533,525.0700073,10.61145973,,,,,,,665.0700073,-26.37162399,,,649.8499756,-15.07001114,
,,,,,,,,505.9700012,906.3810425,726.0499878,-89.23683167,,,505.9700012,9.628927231,676,-10.28343296,,,656,-7.778385162,525.9699707,10.25113869,,,,,,,665.9400024,-26.42739677,,,650.8499756,-14.88158035,
,,,,,,,,507.0100098,922.5915527,727.039978,-89.5041275,,,507.0100098,8.892274857,677,-10.25818062,,,657,-7.984452724,527.0100098,9.955543518,,,,,,,666.9500122,-27.33102226,,,651.8499756,-15.65665817,
,,,,,,,,508.0499878,938.4991455,728.0200195,-90.3147583,,,508.0499878,8.363780022,678,-10.25098228,,,658,-7.922968864,528.0499878,9.346398354,,,,,,,667.9699707,-27.72144508,,,652.8499756,-16.37368393,
,,,,,,,,508.9500122,951.4312744,729.0100098,-90.57253265,,,508.9500122,7.583402634,679,-10.52035332,,,659,-8.058498383,528.9500122,9.161612511,,,,,,,668.9799805,-27.91654778,,,653.8499756,-15.71316528,
,,,,,,,,510,959.7070313,730,-90.76544952,,,510,7.637347221,680,-10.50354862,,,660,-8.17017746,530,9.051775932,,,,,,,670,-27.97059631,,,654.8499756,-17.16307449,
,,,,,,,,,,730.9799805,-91.31874084,,,,,681,-10.57184601,,,661.0100098,-8.178331375,531.039978,9.144288063,,,,,,,671,-28.17492867,,,655.8499756,-17.64009094,
,,,,,,,,,,731.9699707,-91.94725037,,,,,682,-10.56726837,,,662.0200195,-8.302067757,531.9400024,8.424699783,,,,,,,672,-28.29722023,,,656.8499756,-18.00691223,
,,,,,,,,,,732.9500122,-92.40390015,,,,,683,-10.59740448,,,663.039978,-8.252977371,532.9799805,8.405076027,,,,,,,673,-29.3021965,,,657.8499756,-18.90966415,
,,,,,,,,,,733.9400024,-92.51838684,,,,,684,-10.59387779,,,664.0499878,-8.517760277,534.0200195,8.368183136,,,,,,,674,-30.47792244,,,658.8499756,-18.35982132,
,,,,,,,,,,735.0700073,-93.1842041,,,,,685,-10.69157219,,,665.0700073,-8.377445221,535.0700073,7.843941689,,,,,,,675,-30.52002335,,,659.8499756,-18.80877686,
,,,,,,,,,,736.0499878,-94.36837006,,,,,686,-10.61336517,,,665.9400024,-8.591264725,535.9699707,7.776816368,,,,,,,676,-30.52535439,,,660.8599854,-19.9510498,
,,,,,,,,,,737.039978,-94.07557678,,,,,687,-10.68928051,,,666.9500122,-8.565027237,537.0100098,7.447331429,,,,,,,677,-31.423172,,,661.8800049,-20.49756241,
,,,,,,,,,,738.0200195,-94.5690918,,,,,688,-10.50976372,,,667.9699707,-8.639501572,538.0499878,7.310387611,,,,,,,678,-31.50325966,,,662.8900146,-21.3399086,
,,,,,,,,,,739.0100098,-95.09819794,,,,,689,-10.6268425,,,668.9799805,-8.637147903,538.9500122,7.158143044,,,,,,,679,-32.39576721,,,663.9099731,-19.92682266,
,,,,,,,,,,740,-95.54730225,,,,,690,-10.83207703,,,670,-8.710727692,540,7.232509613,,,,,,,680,-32.3450737,,,664.9199829,-21.42998886,
,,,,,,,,,,740.9799805,-95.911026,,,,,691,-10.78442955,,,671,-8.685756683,541.0200195,7.197158813,,,,,,,681,-32.45435715,,,665.9400024,-21.94096375,
,,,,,,,,,,741.9699707,-95.80911255,,,,,692,-10.74491978,,,672,-8.963733673,542.0499878,6.794244766,,,,,,,682,-33.09414673,,,666.9500122,-22.05062485,
,,,,,,,,,,742.9500122,-96.62984467,,,,,693,-10.67456245,,,673,-9.048877716,542.9400024,7.210435867,,,,,,,683,-33.96945953,,,667.9699707,-22.95189095,
,,,,,,,,,,743.9400024,-97.57785797,,,,,694,-10.78685284,,,674,-8.875352859,543.9699707,6.826168537,,,,,,,684,-34.22602844,,,668.9799805,-23.18625832,
,,,,,,,,,,745.0700073,-97.5087738,,,,,695,-10.73925018,,,675,-9.047130585,545,6.786198139,,,,,,,685,-34.37636566,,,669.8499756,-23.75292397,
,,,,,,,,,,746.0499878,-97.79344177,,,,,696,-10.95187473,,,676,-8.970646858,546.0200195,6.942129135,,,,,,,686,-34.3054657,,,670.8499756,-23.03090668,
,,,,,,,,,,747.039978,-98.16519928,,,,,697,-10.79606819,,,677,-8.99263382,547.0499878,6.494867325,,,,,,,687,-34.51557159,,,671.8499756,-23.80594826,
,,,,,,,,,,748.0200195,-98.6756897,,,,,698,-10.89386272,,,678,-9.137047768,547.9400024,6.27188921,,,,,,,688,-34.73801422,,,672.8499756,-24.85225487,
,,,,,,,,,,749.0100098,-99.23946381,,,,,699,-10.90558147,,,679,-9.112445831,548.9699707,6.792059898,,,,,,,689,-34.35598755,,,673.8499756,-25.49583054,
,,,,,,,,,,750,-99.49308014,,,,,700,-10.74695396,,,680,-9.291273117,550,6.384480476,,,,,,,690,-35.1463623,,,674.8499756,-25.49303055,
,,,,,,,,,,750.9699707,-99.219841,,,,,,,,,681,-9.200875282,,,,,,,,,691,-34.87406158,,,675.8499756,-26.02597046,
,,,,,,,,,,751.9400024,-100.4049606,,,,,,,,,682,-9.165021896,,,,,,,,,692,-34.67309189,,,676.8499756,-26.63458443,
,,,,,,,,,,753.0499878,-100.5507355,,,,,,,,,683,-9.229180336,,,,,,,,,693,-34.78093719,,,677.8499756,-26.71157074,
,,,,,,,,,,754.0200195,-100.5944138,,,,,,,,,684,-9.399497032,,,,,,,,,694,-35.52594757,,,678.8499756,-26.84455681,
,,,,,,,,,,755,-101.1504822,,,,,,,,,685,-9.364927292,,,,,,,,,695,-35.06229019,,,679.8499756,-27.55385208,
,,,,,,,,,,755.9699707,-101.9238129,,,,,,,,,686,-9.316646576,,,,,,,,,696,-36.07506943,,,680.8499756,-27.29392815,
,,,,,,,,,,756.9400024,-102.0288467,,,,,,,,,687,-9.397524834,,,,,,,,,697,-35.60990906,,,681.8499756,-28.34337997,
,,,,,,,,,,758.0499878,-102.1767654,,,,,,,,,688,-9.204036713,,,,,,,,,698,-36.46998596,,,682.8499756,-28.59998512,
,,,,,,,,,,759.0200195,-102.331665,,,,,,,,,689,-9.359231949,,,,,,,,,699,-36.10128784,,,683.8499756,-28.63755989,
,,,,,,,,,,760,-102.7115936,,,,,,,,,690,-9.317482948,,,,,,,,,700,-36.34354782,,,684.8499756,-29.43288803,
,,,,,,,,,,760.9799805,-102.9397202,,,,,,,,,691,-9.318199158,,,,,,,,,,,,,685.8499756,-29.70461464,
,,,,,,,,,,761.9699707,-103.2226257,,,,,,,,,692,-9.503917694,,,,,,,,,,,,,686.8499756,-29.6520195,
,,,,,,,,,,762.9500122,-103.2490311,,,,,,,,,693,-9.461218834,,,,,,,,,,,,,687.8499756,-29.86985207,
,,,,,,,,,,763.9400024,-103.7671814,,,,,,,,,694,-9.591908455,,,,,,,,,,,,,688.8499756,-29.79437828,
,,,,,,,,,,765.0700073,-104.1348724,,,,,,,,,695,-9.515869141,,,,,,,,,,,,,689.8499756,-30.05480766,
,,,,,,,,,,766.0499878,-104.3793106,,,,,,,,,696,-9.447553635,,,,,,,,,,,,,690.8499756,-30.17900276,
,,,,,,,,,,767.039978,-104.8211288,,,,,,,,,697,-9.55961895,,,,,,,,,,,,,691.8499756,-31.00032616,
,,,,,,,,,,768.0200195,-105.0131912,,,,,,,,,698,-9.515586853,,,,,,,,,,,,,692.8499756,-30.80850983,
,,,,,,,,,,769.0100098,-104.9629745,,,,,,,,,699,-9.654079437,,,,,,,,,,,,,693.8499756,-30.28742218,
,,,,,,,,,,770,-105.2798615,,,,,,,,,700,-9.517438889,,,,,,,,,,,,,694.8499756,-31.32829666,
,,,,,,,,,,770.9500122,-105.3944321,,,,,,,,,,,,,,,,,,,,,,,695.8499756,-31.41757393,
,,,,,,,,,,772.0499878,-105.5824814,,,,,,,,,,,,,,,,,,,,,,,696.8499756,-31.48282433,
,,,,,,,,,,773.0100098,-105.8695374,,,,,,,,,,,,,,,,,,,,,,,697.8499756,-31.08075714,
,,,,,,,,,,773.9699707,-106.046814,,,,,,,,,,,,,,,,,,,,,,,698.8499756,-31.75918198,
,,,,,,,,,,775.0599976,-106.4802094,,,,,,,,,,,,,,,,,,,,,,,699.8499756,-31.53989029,
,,,,,,,,,,776.0200195,-106.7621841,,,,,,,,,,,,,,,,,,,,,,,700.8499756,-31.66300964,
,,,,,,,,,,776.9799805,-107.2652588,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,777.9400024,-107.2993317,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,779.039978,-107.457695,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,780,-107.5229416,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,780.9699707,-107.5782623,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,781.9400024,-107.7134323,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,783.0499878,-108.4255447,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,784.0200195,-108.4209137,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,785,-108.4598541,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,785.9699707,-108.559906,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,786.9400024,-109.1436005,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,788.0499878,-108.8464127,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,789.0200195,-109.2033463,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,790,-109.2432098,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,790.9500122,-109.4928589,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,792.0499878,-109.587326,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,793.0100098,-109.963356,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,793.9699707,-109.7517929,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,795.0599976,-110.2938614,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,796.0200195,-110.234581,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,796.9799805,-110.3389435,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,797.9400024,-110.3961105,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,799.039978,-110.7143173,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,800,-110.7183075,,,,,,,,,,,,,,,,,,,,,,,,,

CdSe 10sec hi ex300,
CdSe 10sec hi ex300
Collection Time: 8/19/2022 12:43:25 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        310.00
Stop (nm)                         500.00
Ex. Wavelength (nm)               300.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
End Method Modifications

CdSe 10sec hi em510301,
CdSe 10sec hi em510301
Collection Time: 8/19/2022 12:44:17 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        250.00
Stop (nm)                         500.00
Em. Wavelength (nm)               510.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
End Method Modifications

CdSe 10sec hi ex400,
CdSe 10sec hi ex400
Collection Time: 8/19/2022 12:45:45 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        410.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               400.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180sec hi ex400,
CdSe 180sec hi ex400
Collection Time: 8/19/2022 1:01:52 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        410.00
Stop (nm)                         600.00
Ex. Wavelength (nm)               400.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180sec hi em525,
CdSe 180sec hi em525
Collection Time: 8/19/2022 1:03:07 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Excitation
X Mode                            Wavelength (nm)
Start (nm)                        250.00
Stop (nm)                         510.00
Em. Wavelength (nm)               525.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
End Method Modifications

CdSe 180sec hi ex460,
CdSe 180sec hi ex460
Collection Time: 8/19/2022 1:04:12 PM
Operator Name  :
Scan Software Version: 1.1(132)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          E08013467
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        470.00
Stop (nm)                         800.00
Ex. Wavelength (nm)               460.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     5
Scan rate (nm/min)                600.00
Data interval (nm)                1.0000
Averaging Time (s)                0.1000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : Default
Date/Time stamp: 8/19/2022 12:24:21 PM
Method Modifications:
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:OFF, New:Reading
Zero Mode Changed: 8/19/2022 12:42:32 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 350.00, New: 300.00
Emission Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 400.00, New: 310.00
Stop Wavelength Changed: 8/19/2022 12:42:49 PM, Old: 600.00, New: 500.00
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:42:52 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 12:44:06 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 12:44:06 PM, Old: 450.00, New: 510.00
User Delta Increment Changed: 8/19/2022 12:44:06 PM, Old:  10.00, New:   0.15
Excitation Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 300.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 12:44:06 PM, Old: 310.00, New: 510.00
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:44:09 PM, Old:Reading, New:ON
Overlayed Graphs Changed: 8/19/2022 12:44:58 PM, Old:OFF, New:ON
Scan mode: Changed: 8/19/2022 12:45:33 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 250.00, New: 400.00
Emission Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 510.00, New: 410.00
Stop Wavelength Changed: 8/19/2022 12:45:33 PM, Old: 500.00, New: 600.00
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 12:45:35 PM, Old:Reading, New:ON
Zero Mode Changed: 8/19/2022 1:01:40 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:01:41 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:02:52 PM, Old:Emission, New:Excitation
User Delta Stop Changed: 8/19/2022 1:02:52 PM, Old: 510.00, New: 525.00
Excitation Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 400.00, New: 250.00
Emission Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 410.00, New: 525.00
Stop Wavelength Changed: 8/19/2022 1:02:52 PM, Old: 600.00, New: 510.00
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:ON, New:Reading
Zero Mode Changed: 8/19/2022 1:02:59 PM, Old:Reading, New:ON
Scan mode: Changed: 8/19/2022 1:04:03 PM, Old:Excitation, New:Emission
Excitation Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 250.00, New: 460.00
Emission Wavelength Changed: 8/19/2022 1:04:03 PM, Old: 525.00, New: 470.00
