Created as New Dataset,
215.0,-0.05
214.0,-0.01
213.0,0.17
212.0,0.20
211.0,0.04
210.0,0.02
209.0,0.11
208.0,0.28
207.0,0.23
206.0,0.20
205.0,0.06
204.0,0.28
203.0,0.30
202.0,0.29
201.0,0.25
200.0,0.19
